1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,8,9,7,8,9,7,8,9,7,8,9
4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,8,9,7,8,9,7,8,9,7,8,9
7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,8,9,7,8,9,7,8,9,7,8,9
1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,8,9,7,8,9,7,8,9,7,8,9
4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,8,9,7,8,9,7,8,9,7,8,9
7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,8,9,7,8,9,7,8,9,7,8,9
1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,8,9,7,8,9,7,8,9,7,8,9
4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,8,9,7,8,9,7,8,9,7,8,9
7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,8,9,7,8,9,7,8,9,7,8,9
1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,8,9,7,8,9,7,8,9,7,8,9
4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,8,9,7,8,9,7,8,9,7,8,9
7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,8,9,7,8,9,7,8,9,7,8,9
1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,8,9,7,8,9,7,8,9,7,8,9
4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,8,9,7,8,9,7,8,9,7,8,9
7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,8,9,7,8,9,7,8,9,7,8,9
1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,8,9,7,8,9,7,8,9,7,8,9
4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,8,9,7,8,9,7,8,9,7,8,9
7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,8,9,7,8,9,7,8,9,7,8,9
1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,8,9,7,8,9,7,8,9,7,8,9
4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,8,9,7,8,9,7,8,9,7,8,9
7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,8,9,7,8,9,7,8,9,7,8,9
7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,8,9,7,8,9,7,8,9,7,8,9
7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,8,9,7,8,9,7,8,9,7,8,9
7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,8,9,7,8,9,7,8,9,7,8,9
7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,8,9,7,8,9,7,8,9,7,8,9
7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,8,9,7,8,9,7,8,9,7,8,9
7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,8,9,7,8,9,7,8,9,7,8,9
7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,8,9,7,8,9,7,8,9,7,8,9
7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,8,9,7,8,9,7,8,9,7,8,9
7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,8,9,7,8,9,7,8,9,7,8,9
7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,8,9,7,8,9,7,8,9,7,8,9
7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,8,9,7,8,9,7,8,9,7,8,9
